Ref,Programtittel,Lengde,Prod_dato,Arkivert,Format,Opptaksted,Innhold,Produsent_Regi,Oppdragsgiver,Emne,Personer,Rettigheter,Lyd,Foto,Arkivert_Billy
290.0,Fredrik Barth æresdoktorat ,,2008.0,15.12.17,mini DV,Bergen,I 2008 ble Fredrik Barth tildelt æresdoktorat ved UiB og i den anledning ble det avhold et faglig seminar.,Edvard Hviding,UiB,Fredrik Barth æresdoktorat ,Fredrik Barth,UiB,,Rolf Erik Scott,
291.0,Bud Beyer dok,,2012.0,15.12.17,HD,Bergen,Bud Beyer dok til bokprosjekt. QR-kode og MASTER.,May-Britt Skjelvik,UiB,Bud Beyer dok,Bud Beyer,UiB,,Frode Ims,
292.0,Intervention studies to improve infant health and survival - CISMAC,,2017.0,18.12.17,HD,Uganda,"Intervention studies to improve infant health and survival - CISMAC. Centre for Intervention Science in Maternal and Child Health at the University of Bergen is, in collaboration with Makerere University in Kampala, conducting two large randomized controlled trials in Uganda, aiming to improve infant health and survival. While one of the trials examines the best time to give the BCG-vaccine to secure the greatest health benefits for infants, the other study assess the effect of cleansing the umbilical cord stump of newborns with the antiseptic chlorhexidine to prevent infections. In this video you can learn more about our studies in Uganda and why they are important for child health. Music: Jamendo - Sunrise Piano by DDMYZIK","Tane Høiseter, Frode Ims, Kim Andreassen",UiB,Intervention studies to improve infant health and survival - CISMAC,"Halvor Sommerfelt, Marte Emilie Sandvik Haaland, Dr. Victoria Nankabirwa, ",UiB,,Frode Ims,
293.0,derfra gaae Skibe,,1986.0,18.12.17,,Bergen,"“derfra gaae Skibe” – Bergen og omland gjennom tidene. Omhandler Bergen på 1500- og 1600-tallet. Bergen fremstår som mulighetenes by med stor tilflytting både fra utland og næroppland, men det er også en by med stor sosial uro og moralsk forfall – og heksebålene luer på Nordnes. Faglig ansvarlig: Anders Bjarne Fossen. Produsert UiB 1986, 60 min. digitaliserte og komprimerte versjoner",,,derfra gaae Skibe,Anders Bjarne Fossen,UiB,,,
294.0,Utforsker kulturminner med drone,,2016.0,18.12.17,HD,Selje kloster,"Utforsker kulturminner med drone. Droner og satellitt kan gjøre arbeidet til arkeologene lettere og hindre unødig graving. Masteroppgaven til Kristoffer Hillesland skaper entusiasme i bransjen. droner, master, student, utdanning, arkeologi, det humanistiske fakultet",Frode Ims,UiB,"droner, master, student, utdanning, arkeologi, det humanistiske fakultet",Reidar Myklebust/Bianca Cecilie Nygård,UiB,,Kristoffer Hillesland,
295.0,Ice cores - Revealing secrets of past climate,,2016.0,18.12.17,HD,Grønland,"Ice cores - Revealing secrets of past climate. For the first time an international group of scientists will drill a deep ice core into a fast flowing ice stream on Greenland. The international project (http://eastgrip.org), where the University of Bergen and the Bjerknes Centre is one of the main partners, is lead by the Centre of Ice and Climate at the University of Copenhagen. During the summer of 2016 a team of researchers and students built the base on the ice stream in northeast Greenland, started a comprehensive scientific surface field campaign, and initiated the ice core drilling. The aim of the project is to better understand the dynamics and properties of the fast flowing ice stream. By the time they reach bedrock in the year 2020, the team will have extracted nearly 2700m of Greenland ice giving a 100,000 year old climate archive. Projects: For more info visit the East Greenland Ice Coring Project (EastGRIP) homepage: http://eastgrip.org as well as the ERC project ice2ice: http://ice2ice.eu. Filming: Kerim Hestnes Nisancioglu, Department of Earth Sciences og the Bjerknes Centre for Climate Research, University of Bergen. Jørgen Peder Steffensen, Center for Ice and Climate, Niels Bohr Institute, University of Copenhagen. Mari Fjalstad Jensen, Department of Earth Sciences og the Bjerknes Centre for Climate Research, University of Bergen. Sarah Berben, Uni Research. Jason Amundson - University of Alaska. Producer: Tane Holm Høisæter - University of Bergen. Editor: Frode Ims - University of Bergen. Graphic design: Lars Olaf Haaheim - University of Bergen. Voiceover: Evangeline Sessford, Department of Earth Sciences og the Bjerknes Centre for Climate Research, University of Bergen. Animation: NASA/Goddard Space Flight Center Scientific Visualization Studio. The topographic data used in the video are unpublished but courtesy of Ian Howat, The Ohio State University, Columbus, OH. The MOG mosaic (MODIS) is courtesy of T. Scambos, NSDIC, Bouder, CO. The Blue Marble data is courtesy of Reto Stockli (NASA/GSFC). Music: Jamendo - Polar Night by AUDIO4RT","Kerim Hestnes Nisancioglu, Tane Høiseter, Frode Ims",UiB,Ice cores - Revealing secrets of past climate,Kerim Hestnes Nisancioglu,UiB,,,
296.0,Energiutdanning ved UiB,,2016.0,18.12.17,HD,Bergen,"Energiutdanning ved UiB. UiB tilbyr en master i energi som gir deg sivilingeniørkompetanse. I tillegg til de grunnleggende realfagene får du kunnskap innenfor programmering, teknologiledelse og økonomi og miljøfag. Du får innsikt i ulike energiressurser som er i bruk, hvordan de blir omformet og brukt. I tillegg får du innsikt i fornybare energikilder som i dag gir et lite bidrag til global energiforsyning, men som er i rask vekst, som for eksempel vindenergi, solenergi, og biodrivstoff. Musikk: Jamendo - Inspiration by Cleric. Videoarkiv: UiB, BKK, Colourbox.com/","Tane Høiseter, Frode Ims",UiB,Energiutdanning ved UiB,,UiB,,"UiB, BKK, Colourbox.com/",
297.0,Div promoer for Griegakademiet,,2016.0,18.12.17,HD,Bergen,Div promoer for Griegakademiet,"Arnt Brandseth(jazz), Frode Ims(samspill)",UiB,Div promoer for Griegakademiet,,UiB,Magnus Øverli,"Arnt Brandseth, Frode Ims",
298.0,Div hilsner fra rektor 2014,,2014.0,18.12.17,HD,Bergen,Div hilsner fra rektor 2014,"Arnt Brandseth, Frode Ims",UiB,Div hilsner fra rektor 2014,,UiB,,Frode Ims,
299.0,The Holberg Conversation 2016: Stephen Greenblatt,,2016.0,18.12.17,HD,Bergen,"The Holberg Conversation 2016: Stephen Greenblatt. 2016 Holberg Laureate Professor Stephen Greenblatt of Harvard University in conversation with Professor Charles Ivan Armstrong of the University of Agder. Stephen Greenblatt received the Holberg Prize 2016 for his distinctive and defining role in the field of literature and his influential voice in the humanities over four decades. Shakespeare, Greenblatt, Holbergprize, Humanities, Holberg16, UiB","Ole Sandmo, Frode Ims",UiB,The Holberg Conversation 2016: Stephen Greenblatt,"Professor Stephen Greenblatt, Professor Charles Ivan Armstrong",UiB,,"Frode Ims, Arnt Brandseth, Martin Håndlykken",
300.0,Tone Bringa,,,20.12.17,HD,Bosnia,"Tone Bringa. Div digitalisert materiale fra Bosnia, tidligere Jugoslavia.",Tone Bringa,UiB,"Tone Bringa, Bosnia",Tone Bringa,Tone Bringa,,,
301.0,Harald Kryvi tegner fiskeanatomi på tavle,,18.04.16,20.12.17,HD,Bergen,Harald Kryvi tegner fiskeanatomi på tavle,Tane Høisæter,UiB,Harald Kryvi tegner fiskeanatomi på tavle,Harald Kryvi,UiB,,Frode Ims,
302.0,Ledersamling 2017,,20.06.17,20.12.17,HD,Bergen,Ledersamling 2017. Slideshow for ledelsen,,UiB,Ledersamling 2017,Rektoratet,UiB,,div,
303.0,Legevakten i Bergen 2016,,17.03.17,20.12.17,HD,Bergen,Legevakten i Bergen 2016. Undervisningsfilm om legevakten i Bergen,Arnt Brandseth,UiB,Legevakten i Bergen 2016,,UiB,,Frode Ims,
304.0,Purpurlandet,,1994.0,20.12.17,HD,"Norge, Orknøyene og Nederland","Digitalisert på vegne av Professor Peter Emil Kaland ved Institutt for biologi. NRK, Ut i naturen, Purpurlandet fra 1994 om de europeiske kystlyngheiene, med innslag fra Norge, Orknøyene og Nederland","Svein Haaland, NRK",UiB,Purpurlandet,Professor Peter Emil Kaland ,UiB,,,
305.0,Små elektriske støt kan gi friskere hjerne,,27.10.17,20.12.17,HD,Bergen,"Små elektriske støt kan gi friskere hjerne. Med bitte små strømimpulser kommer forskerne tett på hjernens «finmotorikk». De vil finne ut mer om hvordan det kan hjelpe pasienter med depresjon, slag og hjernesvulst. Musikk: Jamendo - visions (henri.petterson)","Frode Ims, Margareth Barndon, May-Britt Skjelvik",UiB,Små elektriske støt kan gi friskere hjerne,Marco André Hirnstein,UiB,,Frode Ims,
306.0,MOF Tanzaniareportasje,,04.02.13,20.12.17,HD,Tanzania,MOF Tanzaniareportasje,Marion Solheim,UiB,MOF Tanzaniareportasje,Marion Solheim,MOF - UiB,,Marion Solheim,
307.0,Rundtur i læringslabben,,30.05.17,20.12.17,HD,MCB Bergen,Rundtur i læringslabben før innflytting August 2017.,Frode Ims,UiB,Rundtur i læringslabben,,UiB,,Frode Ims,
308.0,switchBoard - In the Eye of the Observer:,,20.10.17,20.12.17,HD,,"Råstoff til: switchBoard - In the Eye of the Observer: Visual Processing at the Heart of the Retina. The museum exhibit will have its opening in November - November 6 to be exact. The exhibit is a large round table with the graphics of an eye and there is a puzzle with the pieces being the cells, or neurons, of the retina. The idea is that children will be able to put the “retina” puzzle together and then see how the brain would see the picture. There will be a series of movies that will be “selected” by the different combinations of puzzle pieces and the children can look at a screen in front of the eye to see how the scene really looks and then look at another screen “ in the brain” to see what the brain would see if that combination of puzzle pieces were selected.  So, for example, if they don’t put in red cones, things would look greenish. Or if there are no rods then there is no night vision. There are 15 PhD students all over Europe that are associated with the project and they have made the digital filters that are then applied to the movies.",Frode Ims,UiB,switchBoard - In the Eye of the Observer:,"Meg Veruki, Professor Neural Networks Research Group, Department of Biomedicine",UiB,,Frode Ims,
309.0,Nye Høyder,,29.08.12,20.12.17,HD,Bergen,Nye Høyder. Bli med på en rundtur gjennom fire århundrer og lær mer om universitetsbygningene som setter sitt preg på Bergen. Musikk: Jamendo – Deep blue (2005) – Antony Raijekov - Jazz U,Frode Ims,UiB,Bygninger på uib,,UiB,,Frode Ims,
310.0,Ordboken har flyttet,,29.09.16,20.12.17,HD,Bergen,Ordboken har flyttet. Ordboken flytter fra Oslo til Bergen,"Frode Ims, Camilla Ahamath",UiB,Ordboken har flyttet,,UiB,,Frode Ims,
311.0,Samfunnsøkonomi ved UiB,,27.03.17,20.12.17,HD,Bergen,"Samfunnsøkonomi ved UiB. Samfunnsøkonomi dreier seg om hvordan vi som samfunn bruker ressursene våre - enten det gjelder naturressurser, arbeidskraft, kapital eller teknologi. Samfunnsøkonomer undersøker hvordan økonomien egentlig fungerer, og arbeider for å skape en bærekraftig velferd og fremtid. Hos UiB kan du ta årsstudium, bachelor og master, eller profesjonsstudium (integrert master) i samfunnsøkonomi. For mer informasjon, se http://www.uib.no/econ. Musikk: Jamendo - Tension Electronic Pulse by RogerThat. Videoarkiv: UiB, Statoil, Colourbox.com/","Tane Høisæter, Frode Ims",UiB,Samfunnsøkonomi ved UiB,,UiB,,Frode Ims,
312.0,Rektor pitch 2016,,07.06.16,20.12.17,HD,Bergen,Rektor pitch 2016. Rektor pitcher UiB sin strategi 2016,Frode Ims,UiB,Rektor pitch 2016,Rektor Dag Rune Olsen,UiB,,Dag Rune Olsen,
313.0,GEOBIO ROV Arendalsuka,,16.08.16,20.12.17,HD,,GEOBIO ROV Arendalsuka,Frode Ims,UiB,GEOBIO ROV Arendalsuka,,UiB,,GEOBIO,
314.0,SAMPOL introfilmer,,27.06.16,20.12.17,HD,Bergen,"SAMPOL introfilmer, sampol 115 Michael Alvares, sampol 100 Lise Rakner, sampol 103 Olav Elgvin ",Frode Ims,UiB,SAMPOL introfilmer,,UiB,,Frode Ims,
315.0,Filmer om SFFene,,2014.0,20.12.17,HD,Bergen,"Filmer om SFFene. Center for cancer biomarkers (reportasje), Bruce Kapferer (intervju), Birkeland center (ikke godkjent), CISMAC (reportasje). Halvor Sommerfelt, Bruce Kapferer, Nikolai Østgaard, Lars A. Akslen","Frode Ims, Kim Andreassen(tekst)",UiB,SFF,"Halvor Sommerfelt, Bruce Kapferer, Nikolai Østgaard, Lars A. Akslen",UiB,,"Frode Ims, Arnt Brandseth (Kapferer)",
316.0,Rekruteringsfilmer for Sosialantropologi.,,2016.0,20.12.17,HD,Bergen,"Rekruteringsfilmer for Sosialantropologi. Frode Storås, Tone Bringa, Andrew Lattas","Tane Høisæter, Frode Ims, ",UiB,Rekruteringsfilmer for Sosialantropologi.,"Frode Storås, Tone Bringa, Andrew Lattas",UiB,,"Frode Ims, arkiv",
317.0,Rekruteringsfilm Bachelorprogram i spesialpedagogikk,,2017.0,20.12.17,HD,Bergen,"Rekruteringsfilm Bachelorprogram i spesialpedagogikk. Vil gi barn og unge positiv mestringsfølelse. Kristian Mjelde Bjelland var lærer da han oppdaget at mange elever trengte litt ekstra støtte i skolehverdagen. Nå er han student på bachelorprogrammet i spesialpedagogikk ved Det psykologiske fakultet, Universitetet i Bergen. - Du må vere glad i mennesker. Du må ynskje å hjelpe barn og unge og gje dei motivasjon til å jobbe vidare med det dei strevar med. Viktigast blir det å gje elevane ein positiv mestringsfølelse, seier Kristian Mjelde Bjelland. Spesialpedagogikk handlar om tilrettelegging for læring. Det kan gjelde for barn, unge eller vaksne med særlege behov. Kristian Mjelde Bjelland er utdanna lærer allereie. Nå er han student på bachelorprogrammet i spesialpedagogikk ved Det psykologiske fakultet ved Universitetet i Bergen. Brukar eigne erfaringar. Bjelland har sjølv gjennom idretten opplevd kor viktig det er med positiv mestringsfølelse for motivasjon og for eiga læring og utvikling. Han har spelt i eliteserien for Nyborg volleyball-lag sidan 2008 og også vore trenar for damelaget der. Han vil bruke eigne erfaringar vidare i arbeidet med barn og unge i skulen. Studiet gjer deg eit godt fundament. Alle menneske har ulike føresetnader for læring. I bachelorstudiet i spesialpedagogikk får du eit breitt fagleg fundament for å kunne arbeide både med kvar einskilde elev og med støttesystema rundt elevane. Det kan handle om god tilrettelegging av tiltak både til barn, unge og vaksne. Dei kan vere unge som er svært evnerike, unge med ulike lærevanskar eller personar med utviklingshemming. Bachelorprogram i spesialpedagogikk.","Tane Høisæter, Frode Ims, ",UiB,Rekruteringsfilm Bachelorprogram i spesialpedagogikk,Kristian Mjelde Bjelland,"UiB, Kristian Mjelde Bjelland",,"Frode Ims, Kristian Mjelde Bjelland",
318.0,Intervju Stefan Bruckner,,2013.0,20.12.17,lyd,Bergen,"Intervju Stefan Bruckner, Institutt for informatikk",Sverre Ole Drønen,UiB,Intervju Stefan Bruckner,Stefan Bruckner,UiB,Frode Ims,,
319.0,Studentbyen 2011 Tekstet versjon,,2011.0,20.12.17,HD,Bergen,Engasjerte studenter er en forutsetning for å være et godt forskningsuniversitet. Slike studenter har vi ved UiB. Her finnes en studentforening for alle interesser. Tekstet versjon,Arnt Brandseth,UiB,Studentbyen 2011,,UiB,,Frode Ims,
320.0,Studentfilmer Erasmus 2016,,2016.0,20.12.17,HD,Bergen,UiB master’s students shows us what it’s like to be a master’s student in Bergen - Norway.,Frode Ims,UiB,Studentfilmer Erasmus 2016,,UiB,,Frode Ims,
321.0,Promo Ta ordet 2017,,2017.0,20.12.17,HD,Bergen,"Ta Ordet! – talekonkurranse for elever i videregående skole. Ta Ordet! hjelper den oppvoksende generasjonen med å bli flinkere til å argumentere, tenke, snakke og lytte, mener Joachim Laberg, lærer på Nordahl Grieg videregående skole. Husk å melde på din skole innen søknadsfristen 30. april. Konkurransen er åpen for videregående skoler på Vestlandet. Musikk: Jamendo - Seastock - The Corporate Machine",Frode Ims,UiB,Promo Ta ordet 2017,,UiB,,Frode Ims,
322.0,Ultradian Hormone Diagnostics,,2017.0,20.12.17,HD,Bergen,Ultradian Hormone Diagnostics. Ultradian develop novel and dynamic diagnostic of endocrine disorders. Ultradian dynamic testing combines ambulatory sampling of interstitial fluid over 24 hours with novel ultra-sensitive assays of hormones using only microliter volumes. Music: Jamendo - Imagine (LightningTraveler),"Frode Ims, Lars Haaheim",UiB,Ultradian Hormone Diagnostics,"Guro Akre, Eystein Sverre Husebye",UiB,,Frode Ims,
323.0,Plasthvalen 2017,,2017.0,20.12.17,HD,Bergen,"Den 29. januar 2017 strandet en hval i fjæresteinene på Vindenes på Sotra. Hvalen var syk og måtte avlives. I magen fant forskere over 30 plastposer, men lite rester etter ordentlig mat. Hvalen med magen full av plast er blitt et symbol på plastforurensingen i havet. Musikk: ""sion - ambients - fare well"" by sion. Lydeffekt: ""Underwater Ambience"" http://freesound.org/people/Kinoton/","Frode Ims, Siri Skretting Jansen",UiB,Plasthvalen 2017,Terje Lislevand,"UiB, NRK",,"Frode Ims, NRK",
324.0,Praksisopphold i Sør-Afrika,,2017.0,20.12.17,HD,Bergen,"Du kan få din eksterne praksis på en klinikk i Sør-Afrika når du tar psykolog-studium ved Det psykologiske fakultet, UiB. Jørgen Aasen Berget dro til Tygerbear i Cape Town og hjalp traumatiserte barn og ungdom i klinikken og på skolene. Som student på profesjonsstudiet i psykologi har du mulighet for et tilrettelagt delstudium på 11. semester ved institusjoner som Det psykologiske fakultet har samarbeidsavtale med i Sør-Afrika. Les mer: http://www.uib.no/psyfa/106861/stort-utbytte-av-praksis-i-s%C3%B8r-afrika. Ide: Jørgen Aasen Berget/ Margareth Barndon. Musikk: Jamendo - Turquoise by MATTIA VLAD MORLEO. Stillbilder: Jørgen Aasen Berget, Colourbox.com/","Frode Ims, Margareth Barndon",UiB,Praksisopphold i Sør-Afrika,Jørgen Aasen Berget ,"UiB, Jørgen Aasen Berget ",,Frode Ims,
325.0,Studentambassadørene 2017,,2017.0,02.01.18,HD,Bergen,Studentambassadørene 2017. En facebookserie i 3 deler ,Frode Ims,UiB-SA,Studentambassadørene 2017,,UiB,,studentene,
326.0,Christiekonferansen 2017,,2017.0,08.01.18,HD,Bergen,"Christiekonferansen 2017, stream, innslag, promoer. Watson, europas fremtid","Arnt Brandseth(Watson), Tane Høisæter (europas fremtid)",UiB,Christiekonferansen 2017,,UiB,,"Frode Ims, Arnt Brandseth, Simon Brandseth(watson)",
327.0,Et hav av muligheter,,2017.0,23.01.18,HD,Arkiv,"Et hav av muligheter. En film og tre vignetter til Havkonferansen i Bergen under VM på sykkel i 2017. Filmen finnes både på norsk og på engelsk. Finnes også i en langversjon som ikke ble vist på konferansen. Havbyen Bergen, Ocean City Bergen. Vignetter: Havet som batteri. Havet som matfat. Havet som transportåre",Arnt Brandseth,UiB,"Fisk, hav, bonde, fisker, Bergen, Universitetet i Bergen",,UiB,,"Frode Ims, Flimmerfilm. Stillbildearkiv fra Marcus - Spesialsamlingene ved Universitetsbiblioteket i Bergen. Diverse arkivopptak",
328.0,"Breforskeren, Værforskeren, Havforskeren",,2017.0,23.01.18,HD,"Folgefonna, Bergen, Askøy",Tre forskere presenterer seg selv og forskningen sin.,Arnt Brandseth,UiB,"Bre, vær, hav, klima","Kikki Kleiven, Jostein Bakke, Ellen Viste",UiB,,Frode Ims,
329.0,Forsker Grand Prix promo,,2017.0,23.01.18,HD,"Studio NG5, Arkiv fra Forsker Grand Prix",Forsker Grand Prix Promo. Tre tidligere deltakere i Forsker Grand Prix forteller om erfaringer de har hatt.,Arnt Brandseth,UiB,Forsker Grand Prix,"Kjersti Hasle Enerstvedt , Kjemisk institutt, UiB. Jane Skjoldli, Religionsvitenskap,UiB. Philipp Strauss, Klinisk institutt, UiB",UiB,,Frode Ims,
330.0,Livet etter parken MASTER3,,2017.0,23.01.18,HD,Bergen,Rettet en skrivefeil fra den gamle masteren,Arnt Brandseth,UiB,Stenging av Nygårdsparken,"Ingrid Rindal Lundeberg, Kristian Mjåland",UiB,,Arnt Brandseth,
331.0,"Professor George Rousseau: “This is just about old people – why should we be interested?”. Professor George Rousseau: “Theoria: Further reflections on interdisciplinarity in the twenty-first century”. Professor George Rousseau: “Praxis: ‘How can I do this work?’”. Professor Bernt Engelsen: “The ageing self in an epileptological and neuropsychiatric setting, with reflections on empathy”. Professor George Rousseau: “History Lessons: Revisiting the 3rd and 4th Ages of Man”. Professor George Rousseau: “Imagining the 5th Age of Man: Fantasy or fiction?”. Curator Eli Okkenhaug: ""Depicting old age in contemporary photography: A few examples by Mette Tronvoll"". Professor Stephen Katz: “Age Crises across the Life Course: Knowledge-Making and Public Texts”. Professor George Rousseau: “No Late Style, Written out of the Great Tradition, but abundant Ageing and Healthy Old Age: E. M. Forster’s late Contentments”. Dr Charlotte Lee: “Learning to Listen to the Third and Fourth Age: How Literature can Help the Rest of us”. Professor Jan Baars: “‘Old Age’ at the Nexus of Age and Social Justice”. Dr Elizabeth Barry: “Dementia, Personhood and the Body-Subject: The Margins of Agency”. Associate Professor Margery Vibe Skagen: “Rêverie and Late Writing”. Associate Professor Peter Svare Valeur: “Three Approaches to Contingency: Wordsworth, Balzac, Adolf Loos”. Postdoctoral Researcher Catherine Oakley: “Entropy and Atrophy: Ageing and the",,2016/2017,23.01.18,HD,Dragefjellet,Margery Vibe Skagen. Opptak av diverse forelesninger,Arnt Brandseth,UiB,"1: Aldring i kulturhistorisk perspektiv: litteratur, medisin, psykologi, juss. 2: Defining Old Age","Professor George Rousseau. Professor Bernt Engelsen. Curator Eli Okkenhaug. Professor Stephen Katz. Dr Charlotte Lee. Professor Jan Baars. Dr Elizabeth Barry Associate Professor Margery Vibe Skagen. Associate Professor Peter Svare Valeur. Postdoctoral Researcher Catherine Oakley. Professor Linda Grøning, Head Physician Erik R. Hauge. Associate Professor Svein Atle Skålevåg. Professor Inger Hilde Nordhus. Associate Professor Kjetil Rommetveit",UiB,,"Arnt Brandseth, Frode Ims (Rousseau)",
332.0,Musikkterapi Promo Master,,2016.0,23.01.18,HD,Bergen,Musikktrapi Promo. Promo for Griegakademiet som vil ha flere søkere på Musikkterapi studiet.,Arnt Brandseth,UiB,Musikkterapi,"Professor Brynjulf Stige, Griegakademiet, UiB",UiB,,Frode Ims,
333.0,Else Øyen,,2017.0,24.01.18,HD,Bergen NG5,Else Øyen. Råopptak av et intervju med Else Øyen. Else Øyen er en av de markante skikkelsene innen norsk samfunnsforskning i siste del av 1900-tallet.,Arnt Brandseth,UiB,Sosiologi,Else Øyen,UiB,,Arnt Brandseth,
334.0,Christiekonferansen 2013,,2013.0,25.01.19,HD,Bergen,Råpptak Christiekonferansen 2013. Mediestudenter ved infomedia,,UiB,Christiekonferansen 2013,,UiB,,,
335.0,Christiekonferansen 2013,,2013.0,09.10.15,HD,"Bergen, Finland",Christiekonferansen 2013. Finland,,UiB,Christiekonferansen 2013. Finland,"Arnt Brandseth, May-Britt Skjelvik",UiB,,,
336.0,Bildekarusell 70 år,,2016.0,23.02.18,HD,Bergen,Universitetet i Bergen er 70 år. UiB ble vedtatt av Stortinget i 1946. 70-åringen markeres ved høstens semesterstartsåpning. Bildekarusell 70 år,Arnt Brandseth,UiB,Universitetet i Bergen er 70 år. Bildekarusell 70 år,,UiB,,Arkiv,
337.0,Åpent møte om UiBs strategi 2016–2022,,2014.0,01.03.18,HD,Bergen,"Har du meninger om UiBs strategi for fremtiden? UiB inviterer byen til et åpent møte om UiBs strategi som utarbeides nå, og som vil bli vedtatt våren 2015. Vi håper du ønsker å komme med dine innspill til hvordan UiBs strategi frem mot 2022 bør se ut. På møtet vil det bli diskusjon om hva som bør være UiBs rolle i samfunnet, hvordan vi samhandler med andre aktører i byen og regionen, og hvordan UiB bør posisjonere seg i fremtidens utdannings- og forskningslandsskap. I tillegg vil det bli presentert en fersk omdømmeanalyse som handler om hvordan UiB vurderes i forhold til andre utdannings- og forskningsinstitusjoner. Opptak av konferansen. VB-innslag x 2",Litteraturhuset og Kommunikasjonsavd,UiB,Åpent møte om UiBs strategi 2016–2022,,UiB,,Arkiv,
338.0,“Når vi snakker om klima”,,2016.0,02.03.18,HD,Bergen,"Filmen har som mål å vise språkets rolle og mangfoldet av meninger i klimadebatten. Den viser også hvordan det tverrfaglige prosjektet LINGCLIM har arbeidet for å finne ut mer om hvordan klimaspørsmålet fremstilles og hvordan språkbruken kan påvirke meninger og holdninger. Filmen gir eksempler på stemmer fra en rekke ståsteder som deltar i debatten og som utdyper syn på hva som er viktig for fremtiden. Personer som er intervjuet kommer fra forskning, media, næringsliv, organisasjoner og politikk. Temaer som omtales er språkbruk, språkets påvirkning, verdisyn, følelser, media, reklame, økonomi og fremtidsperspektiver. Visuelle innslag omfatter blant annet bilder/videoer av mennesker i ekstremvær, unge og eldre aksjonister, industri, utslippskilder, konsekvenser av ekstremvær for mennesker og natur, teknologiske løsninger. Målgrupper: det allmenne publikum, skoleelever og studenter, forskere fra ulike fagfelt. En film av 1001 Films for LINGCLIM-prosjektet, Institutt for fremmedspråk, Universitetet i Bergen. Prosjektleder: Kjersti Fløttum. Regissør og produsent: Anwar Saab. Finansiert av Norges forskningsråd, SAMKUL-programmet.",Anwar Saab,UiB,Åpent møte om UiBs strategi 2016–2022,,UiB,,,
